Author,Title,Word-count,File
Vulgate,Genesis,25830,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg001.obi-lat1.xml
Vulgate,Habakkuk,1008,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg043.obi-lat1.xml
Vulgate,Haggai,796,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg045.obi-lat1.xml
Vulgate,Hebrews,4585,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg019.obi-lat1.xml
Vulgate,Hosea,3502,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg036.obi-lat1.xml
Vulgate,Isaiah,24599,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg048.obi-lat1.xml
Vulgate,James,1632,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg020.obi-lat1.xml
Vulgate,Jeremiah,29593,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg049.obi-lat1.xml
Vulgate,Job,12576,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg032.obi-lat1.xml
Vulgate,Joel,1357,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg039.obi-lat1.xml
Vulgate,John,14046,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg004.obi-lat1.xml
Vulgate,Jonah,965,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg041.obi-lat1.xml
Vulgate,Joshua,12514,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg006.obi-lat1.xml
Vulgate,Jude,420,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg026.obi-lat1.xml
Vulgate,Judges,12989,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg008.obi-lat1.xml
Vulgate,Judith,6648,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg020.obi-lat1.xml
Vulgate,Lamentations,2393,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg051.obi-lat1.xml
Vulgate,Leviticus,13972,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg003.obi-lat1.xml
Vulgate,Luke,18037,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg003.obi-lat1.xml
Vulgate,Malachi,1222,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg047.obi-lat1.xml
Vulgate,Mark,10305,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg002.obi-lat1.xml
Vulgate,Matthew,16463,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg001.obi-lat1.xml
Vulgate,Micah,2069,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg038.obi-lat1.xml
Vulgate,Nahum,849,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg042.obi-lat1.xml
Vulgate,Nehemiah,7393,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg018.obi-lat1.xml
Vulgate,Numbers,19663,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg004.obi-lat1.xml
Vulgate,Obadiah,426,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg040.obi-lat1.xml
Vulgate,Philemon,318,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg018.obi-lat1.xml
Vulgate,Philippians,1560,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg011.obi-lat1.xml
Vulgate,Prayer of Manasses,241,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg028.obi-lat1.xml
Vulgate,Proverbs,9926,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg029.obi-lat1.xml
Vulgate,Psalmi Salomonis,1788,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg035.obi-lat1.xml
Vulgate,Psalms,30507,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg027.obi-lat1.xml
Vulgate,Revelation,8358,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg027.obi-lat1.xml
Vulgate,Romans,6515,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg006.obi-lat1.xml
Vulgate,Ruth,1822,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg010.obi-lat1.xml
Vulgate,Titus,654,lemmatized/xml/urn:cts:greekLit:tlg0031.tlg017.obi-lat1.xml
Vulgate,Tobit,5033,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg021.obi-lat1.xml
Vulgate,Wisdom,7180,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg033.obi-lat1.xml
Vulgate,Zechariah,4369,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg046.obi-lat1.xml
Vulgate,Zephaniah,1064,lemmatized/xml/urn:cts:greekLit:tlg0527.tlg044.obi-lat1.xml
